Frame,Time (Seconds),Rotation X,Rotation Y,Rotation Z,Rotation W,Position X,Position Y,Position Z,Error Per Marker
2524,25.24,0.489402,-0.400861,-0.727873,-0.264568,0.832155,1.765173,-0.539939,0.017432
2525,25.25,0.498054,-0.384446,-0.732754,-0.259259,0.827853,1.767248,-0.539582,0.017472
2526,25.26,0.503159,-0.374031,-0.735555,-0.256691,0.825096,1.768408,-0.539308,0.017449
2527,25.27,0.498959,-0.398625,-0.720001,-0.271545,0.82888,1.761395,-0.542267,0.023447
2528,25.28,0.503055,-0.383895,-0.727199,-0.265973,0.825821,1.764487,-0.540992,0.017445
2529,25.29,0.505312,-0.374634,-0.731619,-0.262759,0.823885,1.766417,-0.540146,0.017408
2530,25.3,0.499157,-0.399925,-0.71705,-0.277022,0.828208,1.759944,-0.542709,0.023418
2531,25.31,0.502388,-0.385313,-0.725206,-0.270585,0.825505,1.763442,-0.541183,0.017439
2532,25.32,0.504144,-0.375914,-0.730359,-0.266652,0.823812,1.765661,-0.540159,0.017473
2533,25.33,0.505032,-0.370118,-0.733531,-0.264363,0.822803,1.767008,-0.539496,0.017452
2534,25.34,0.505471,-0.366721,-0.735371,-0.263145,0.822228,1.767812,-0.539051,0.01744
2535,25.35,0.50557,-0.364844,-0.736423,-0.262619,0.821932,1.768245,-0.538778,0.017449
2536,25.36,0.505513,-0.363978,-0.736932,-0.262501,0.821801,1.768458,-0.538619,0.017446
2537,25.37,0.505123,-0.363784,-0.737237,-0.262668,0.821795,1.768505,-0.538564,0.017494
2538,25.38,0.504985,-0.363736,-0.73727,-0.262906,0.821812,1.76854,-0.5385,0.017496
2539,25.39,0.504773,-0.363878,-0.737251,-0.263171,0.821835,1.768499,-0.53849,0.017484
2540,25.4,0.504664,-0.364181,-0.737076,-0.263449,0.821873,1.768445,-0.538471,0.017435
2541,25.41,0.50448,-0.364474,-0.736973,-0.263684,0.821907,1.768368,-0.53848,0.01749
2542,25.42,0.504307,-0.364909,-0.736823,-0.263831,0.821948,1.768316,-0.538527,0.017406
2543,25.43,0.504132,-0.365171,-0.73675,-0.264008,0.821993,1.76824,-0.538548,0.017485
2544,25.44,0.503999,-0.365485,-0.736629,-0.264167,0.822035,1.768174,-0.538569,0.017468
2545,25.45,0.503593,-0.365865,-0.736662,-0.264322,0.822114,1.768103,-0.538631,0.017469
2546,25.46,0.503193,-0.366256,-0.736667,-0.264527,0.822208,1.768053,-0.538669,0.017494
2547,25.47,0.503101,-0.366441,-0.736612,-0.264601,0.82225,1.767983,-0.538689,0.017457
2548,25.48,0.503026,-0.366512,-0.736576,-0.264744,0.822315,1.767961,-0.538679,0.01752
2549,25.49,0.502995,-0.366674,-0.736494,-0.264807,0.82237,1.767933,-0.538671,0.017453
2550,25.5,0.50297,-0.366758,-0.736434,-0.264906,0.822406,1.767908,-0.538672,0.017503
2551,25.51,0.502984,-0.366654,-0.736485,-0.264881,0.822443,1.767849,-0.538646,0.017543
2552,25.52,0.50294,-0.366648,-0.736499,-0.264932,0.822474,1.767827,-0.538645,0.017533
2553,25.53,0.503077,-0.366585,-0.736427,-0.264959,0.822457,1.76788,-0.538597,0.017512
2554,25.54,0.502994,-0.366598,-0.73648,-0.264952,0.822467,1.767864,-0.538615,0.017571
2555,25.55,0.502965,-0.366727,-0.736429,-0.264972,0.822437,1.767875,-0.538635,0.017524
2556,25.56,0.502762,-0.366929,-0.736485,-0.264921,0.822433,1.767867,-0.53867,0.017509
2557,25.57,0.502672,-0.367097,-0.736456,-0.264941,0.822435,1.76787,-0.538679,0.017515
2558,25.58,0.502725,-0.367175,-0.736404,-0.264877,0.822403,1.767892,-0.538687,0.017453
2559,25.59,0.502608,-0.367248,-0.736429,-0.264928,0.822425,1.76789,-0.538668,0.017494
2560,25.6,0.502563,-0.367323,-0.736431,-0.264903,0.822455,1.767905,-0.538672,0.0175
2561,25.61,0.502479,-0.367326,-0.736498,-0.264872,0.822473,1.767907,-0.538678,0.017482
2562,25.62,0.502531,-0.367121,-0.736571,-0.264854,0.8225,1.767849,-0.53866,0.017568
2563,25.63,0.502534,-0.366947,-0.736655,-0.264856,0.822529,1.767827,-0.538653,0.017594
2564,25.64,0.502565,-0.366885,-0.736668,-0.264848,0.822551,1.767781,-0.538649,0.017594
2565,25.65,0.502551,-0.366894,-0.736655,-0.264899,0.822576,1.767742,-0.538646,0.017547
2566,25.66,0.502531,-0.36688,-0.736679,-0.264889,0.822589,1.767747,-0.538642,0.017566
2567,25.67,0.502574,-0.366831,-0.736672,-0.264896,0.822584,1.767733,-0.538632,0.017551
2568,25.68,0.502546,-0.366944,-0.736671,-0.264793,0.822563,1.767745,-0.538628,0.017504
2569,25.69,0.502474,-0.367118,-0.736621,-0.264829,0.822548,1.767806,-0.538626,0.017516
2570,25.7,0.502477,-0.367082,-0.73665,-0.264791,0.82253,1.767797,-0.538638,0.017569
2571,25.71,0.502447,-0.367042,-0.736705,-0.26475,0.822505,1.767794,-0.538651,0.017552
2572,25.72,0.502426,-0.367139,-0.736671,-0.264751,0.822494,1.767802,-0.538648,0.017489
2573,25.73,0.502356,-0.367207,-0.736687,-0.264744,0.822487,1.767844,-0.538653,0.017517
2574,25.74,0.502321,-0.367067,-0.736793,-0.264711,0.822501,1.767798,-0.538663,0.017576
2575,25.75,0.502304,-0.367016,-0.736859,-0.26463,0.822522,1.767785,-0.538668,0.017543
2576,25.76,0.502295,-0.366937,-0.7369,-0.264642,0.822543,1.767782,-0.538647,0.017604
2577,25.77,0.502389,-0.366909,-0.736874,-0.264574,0.822568,1.767791,-0.538641,0.017612
2578,25.78,0.502424,-0.366871,-0.736855,-0.264613,0.822583,1.76777,-0.538625,0.017617
2579,25.79,0.502403,-0.366897,-0.736844,-0.264647,0.822605,1.76777,-0.538597,0.017554
2580,25.8,0.502364,-0.366864,-0.736874,-0.264684,0.822619,1.767756,-0.538589,0.017629
2581,25.81,0.502367,-0.366894,-0.736862,-0.26467,0.822622,1.767755,-0.538567,0.017573
2582,25.82,0.502316,-0.366989,-0.736857,-0.26465,0.822627,1.767767,-0.538558,0.017553
2583,25.83,0.502344,-0.367022,-0.736841,-0.264595,0.822599,1.767756,-0.538582,0.017553
2584,25.84,0.502298,-0.367054,-0.736887,-0.264511,0.82258,1.767753,-0.538593,0.017547
2585,25.85,0.502242,-0.367185,-0.736905,-0.264387,0.822546,1.767756,-0.538623,0.017465
2586,25.86,0.502233,-0.367292,-0.736898,-0.264272,0.822521,1.767731,-0.538649,0.017449
2587,25.87,0.502198,-0.36718,-0.736972,-0.264287,0.822527,1.76774,-0.538651,0.017581
2588,25.88,0.50215,-0.367268,-0.736989,-0.264209,0.822531,1.767747,-0.538693,0.017464
2589,25.89,0.502167,-0.367313,-0.736986,-0.264123,0.822542,1.767735,-0.538732,0.017483
2590,25.9,0.502186,-0.367141,-0.737039,-0.264178,0.822571,1.767748,-0.538729,0.017567
2591,25.91,0.502136,-0.367099,-0.737077,-0.264225,0.822596,1.767774,-0.538727,0.017526
2592,25.92,0.50215,-0.367131,-0.737051,-0.264228,0.822622,1.767763,-0.538718,0.017548
2593,25.93,0.502188,-0.367146,-0.737024,-0.26421,0.822648,1.76777,-0.538701,0.017552
2594,25.94,0.502174,-0.367099,-0.737033,-0.264275,0.82268,1.767785,-0.538644,0.017575
2595,25.95,0.502116,-0.367129,-0.737058,-0.264276,0.822684,1.767794,-0.538597,0.01753
2596,25.96,0.502109,-0.367047,-0.737107,-0.264266,0.822688,1.767795,-0.538545,0.017595
2597,25.97,0.502038,-0.367312,-0.737063,-0.264156,0.822668,1.767803,-0.538523,0.017435
2598,25.98,0.502034,-0.367346,-0.737097,-0.264023,0.822651,1.767771,-0.538519,0.017549
2599,25.99,0.501954,-0.367367,-0.73716,-0.263967,0.822631,1.767785,-0.538503,0.017511
2600,26,0.501877,-0.367474,-0.7372,-0.263852,0.822606,1.767806,-0.538484,0.017497
2601,26.01,0.501838,-0.367146,-0.737247,-0.264252,0.822643,1.76786,-0.538401,0.017841
2602,26.02,0.501838,-0.36683,-0.737235,-0.264725,0.822719,1.767938,-0.5383,0.017919
2603,26.03,0.501848,-0.366472,-0.737252,-0.265153,0.82278,1.767948,-0.538242,0.018005
2604,26.04,0.501816,-0.366359,-0.737258,-0.265353,0.82284,1.76797,-0.538192,0.017984
2605,26.05,0.501869,-0.366371,-0.737184,-0.265441,0.822888,1.767986,-0.538177,0.017936
2606,26.06,0.501878,-0.366458,-0.737152,-0.265393,0.82291,1.768009,-0.538164,0.017879
2607,26.07,0.501902,-0.366502,-0.737134,-0.265339,0.822922,1.767966,-0.538184,0.017874
2608,26.08,0.501877,-0.366673,-0.737107,-0.265224,0.822941,1.767964,-0.53818,0.017872
2609,26.09,0.501884,-0.366799,-0.737078,-0.265119,0.822948,1.767958,-0.538179,0.017864
2610,26.1,0.501906,-0.366823,-0.737085,-0.265024,0.822939,1.767941,-0.538172,0.01787
2611,26.11,0.501848,-0.366799,-0.737148,-0.264991,0.822919,1.76794,-0.538149,0.017876
2612,26.12,0.501844,-0.366868,-0.737136,-0.264935,0.822897,1.767911,-0.53817,0.017879
2613,26.13,0.501794,-0.366878,-0.737175,-0.264909,0.822876,1.767915,-0.538152,0.017873
2614,26.14,0.501695,-0.366892,-0.737221,-0.26495,0.822865,1.767932,-0.538139,0.017881
2615,26.15,0.501765,-0.366947,-0.737186,-0.264839,0.822842,1.767947,-0.538167,0.017848
2616,26.16,0.501746,-0.366889,-0.737229,-0.264836,0.822836,1.767934,-0.538198,0.017877
2617,26.17,0.501719,-0.36684,-0.737278,-0.264815,0.822826,1.76793,-0.538183,0.017913
2618,26.18,0.501648,-0.366885,-0.737298,-0.264833,0.822841,1.767936,-0.538162,0.017846
2619,26.19,0.501608,-0.366816,-0.737336,-0.264898,0.822865,1.767948,-0.53816,0.017883
2620,26.2,0.501597,-0.366848,-0.737342,-0.264859,0.822885,1.767949,-0.538155,0.017874
2621,26.21,0.50165,-0.366973,-0.737271,-0.264784,0.822916,1.767943,-0.538179,0.017856
2622,26.22,0.501645,-0.366938,-0.737289,-0.264792,0.822932,1.767962,-0.538153,0.0179
2623,26.23,0.501631,-0.366849,-0.737343,-0.264789,0.822939,1.767967,-0.538129,0.017941
2624,26.24,0.501606,-0.366802,-0.737379,-0.2648,0.822944,1.767952,-0.538135,0.017935
2625,26.25,0.501591,-0.366842,-0.737376,-0.264783,0.822943,1.767958,-0.53817,0.017951
2626,26.26,0.501541,-0.366826,-0.737409,-0.264809,0.82294,1.76797,-0.538163,0.017928
2627,26.27,0.501548,-0.366872,-0.737397,-0.264763,0.822925,1.76801,-0.538183,0.017928
2628,26.28,0.501538,-0.36675,-0.737464,-0.264767,0.822901,1.768004,-0.538177,0.01799
2629,26.29,0.501541,-0.366871,-0.737423,-0.264708,0.822886,1.768011,-0.538208,0.017904
2630,26.3,0.501452,-0.366933,-0.737444,-0.264731,0.822882,1.768023,-0.538212,0.017905
2631,26.31,0.501464,-0.366954,-0.737445,-0.264677,0.822883,1.768007,-0.538225,0.017909
2632,26.32,0.501419,-0.366942,-0.737475,-0.264695,0.822896,1.768029,-0.538208,0.017911
2633,26.33,0.501415,-0.366875,-0.737509,-0.264701,0.822916,1.768008,-0.538206,0.017971
2634,26.34,0.501357,-0.366905,-0.737522,-0.264732,0.822945,1.768025,-0.538188,0.017961
2635,26.35,0.501387,-0.366941,-0.737506,-0.264671,0.822969,1.768013,-0.538199,0.017947
2636,26.36,0.501386,-0.366872,-0.737535,-0.264689,0.822989,1.768008,-0.538163,0.017952
2637,26.37,0.501402,-0.366919,-0.737488,-0.26472,0.822994,1.768,-0.538137,0.017915
2638,26.38,0.501416,-0.366901,-0.737498,-0.264695,0.82301,1.768008,-0.538127,0.017963
2639,26.39,0.501344,-0.366832,-0.737579,-0.264701,0.82301,1.768016,-0.53812,0.018009
2640,26.4,0.501262,-0.366805,-0.737638,-0.264728,0.822992,1.768004,-0.538118,0.017985
2641,26.41,0.501286,-0.366836,-0.73761,-0.264717,0.822976,1.768009,-0.538109,0.017928
2642,26.42,0.501266,-0.366789,-0.737653,-0.264702,0.822963,1.76801,-0.538128,0.017982
2643,26.43,0.501273,-0.366816,-0.73764,-0.264685,0.822936,1.768009,-0.538137,0.017973
2644,26.44,0.501309,-0.366843,-0.737637,-0.264589,0.822926,1.768015,-0.538145,0.017938
2645,26.45,0.501312,-0.366847,-0.737639,-0.264573,0.822921,1.767986,-0.538144,0.017949
2646,26.46,0.501236,-0.366801,-0.737715,-0.264568,0.822927,1.767993,-0.538131,0.017993
2647,26.47,0.501231,-0.366887,-0.737684,-0.264546,0.822942,1.768006,-0.53811,0.017917
2648,26.48,0.501271,-0.366971,-0.737635,-0.264488,0.822961,1.768011,-0.538098,0.017934
2649,26.49,0.501289,-0.367002,-0.737599,-0.264511,0.822981,1.768018,-0.538082,0.017918
2650,26.5,0.501229,-0.366992,-0.737631,-0.264551,0.823001,1.768022,-0.538066,0.017895
2651,26.51,0.50121,-0.366997,-0.737646,-0.264539,0.823021,1.768012,-0.538062,0.017905
2652,26.52,0.501225,-0.367013,-0.737641,-0.264502,0.823027,1.768016,-0.538056,0.017911
2653,26.53,0.50123,-0.366944,-0.737665,-0.26452,0.823022,1.768016,-0.538059,0.017962
2654,26.54,0.501239,-0.366918,-0.737676,-0.264509,0.823012,1.76803,-0.538078,0.01793
2655,26.55,0.501223,-0.367006,-0.737641,-0.264513,0.823005,1.768042,-0.538082,0.017895
2656,26.56,0.501224,-0.366913,-0.737696,-0.26449,0.822985,1.768018,-0.538087,0.017947
2657,26.57,0.501199,-0.366929,-0.737717,-0.264456,0.822975,1.768004,-0.538093,0.017943
2658,26.58,0.501187,-0.366952,-0.737716,-0.26445,0.822959,1.767989,-0.538112,0.017927
2659,26.59,0.501153,-0.366967,-0.73775,-0.264396,0.822959,1.76801,-0.538131,0.01795
2660,26.6,0.501184,-0.366919,-0.737771,-0.264346,0.822953,1.76802,-0.538133,0.017967
2661,26.61,0.501169,-0.366992,-0.73773,-0.264389,0.822971,1.768008,-0.538118,0.017907
2662,26.62,0.501145,-0.366967,-0.737771,-0.264352,0.82298,1.768019,-0.538114,0.017966
2663,26.63,0.50114,-0.36697,-0.737778,-0.264342,0.822998,1.768026,-0.538087,0.017947
2664,26.64,0.501159,-0.36692,-0.737777,-0.264375,0.822996,1.768034,-0.538052,0.017948
2665,26.65,0.501196,-0.366897,-0.737769,-0.26436,0.82301,1.76801,-0.53802,0.017973
2666,26.66,0.501182,-0.366898,-0.737775,-0.264369,0.823026,1.768008,-0.537985,0.017918
2667,26.67,0.501129,-0.366939,-0.737787,-0.26438,0.823031,1.768018,-0.53796,0.017935
2668,26.68,0.501105,-0.366946,-0.7378,-0.264377,0.82304,1.768041,-0.53793,0.017943
2669,26.69,0.501075,-0.366933,-0.737826,-0.26438,0.823034,1.768032,-0.537924,0.017937
2670,26.7,0.501007,-0.366907,-0.737873,-0.264414,0.82303,1.76803,-0.53791,0.017971
2671,26.71,0.500971,-0.366908,-0.737913,-0.264368,0.823019,1.768023,-0.537911,0.017943
2672,26.72,0.500977,-0.36693,-0.737907,-0.264345,0.822999,1.767998,-0.537928,0.01795
2673,26.73,0.500993,-0.366994,-0.737889,-0.264275,0.822993,1.768027,-0.53796,0.017895
2674,26.74,0.500977,-0.366951,-0.737926,-0.264262,0.822988,1.768023,-0.537977,0.017963
2675,26.75,0.500995,-0.366943,-0.737941,-0.264199,0.82299,1.768053,-0.537992,0.017904
2676,26.76,0.500917,-0.366989,-0.737966,-0.264211,0.823004,1.76808,-0.538014,0.017955
2677,26.77,0.500947,-0.367073,-0.737914,-0.264182,0.823022,1.768085,-0.538022,0.017885
2678,26.78,0.501023,-0.367068,-0.737866,-0.26418,0.82304,1.768066,-0.538015,0.017918
2679,26.79,0.501084,-0.366915,-0.737919,-0.264129,0.82306,1.768001,-0.538013,0.017984
2680,26.8,0.501148,-0.366922,-0.737871,-0.264131,0.823089,1.767982,-0.538017,0.017928
2681,26.81,0.501243,-0.366816,-0.737872,-0.264097,0.823102,1.767931,-0.538021,0.017938
2682,26.82,0.501351,-0.36669,-0.73787,-0.264071,0.823108,1.767856,-0.53803,0.017935
2683,26.83,0.477483,-0.38334,-0.738569,-0.282092,0.839197,1.761841,-0.534167,0.018923
2684,26.84,0.462191,-0.393646,-0.738559,-0.293177,0.849365,1.757981,-0.531763,0.018915
2685,26.85,0.475185,-0.386443,-0.738876,-0.280934,0.84297,1.76514,-0.530771,0.020101
2686,26.86,0.461612,-0.395081,-0.738713,-0.291767,0.851234,1.76025,-0.529751,0.018883
2687,26.87,0.475484,-0.386912,-0.738953,-0.279576,0.843688,1.766654,-0.529664,0.020075
2688,26.88,0.462323,-0.395006,-0.738761,-0.290621,0.851281,1.761272,-0.529199,0.018872
2689,26.89,0.454067,-0.399863,-0.738555,-0.297437,0.855951,1.757868,-0.528979,0.018934
2690,26.9,0.448943,-0.402644,-0.738411,-0.301791,0.858714,1.755689,-0.528824,0.018743
2691,26.91,0.468676,-0.391155,-0.738917,-0.285207,0.847641,1.763976,-0.52928,0.020034
2692,26.92,0.459076,-0.396859,-0.738689,-0.293411,0.85304,1.759854,-0.529101,0.018898
2693,26.93,0.45293,-0.400468,-0.738439,-0.298643,0.856382,1.757219,-0.529049,0.018885
2694,26.94,0.449055,-0.402673,-0.738265,-0.301941,0.858404,1.755555,-0.529042,0.018919
2695,26.95,0.446834,-0.403878,-0.738165,-0.303866,0.85953,1.754616,-0.529053,0.018907
2696,26.96,0.468193,-0.391241,-0.738877,-0.285984,0.847524,1.763552,-0.529573,0.020029
2697,26.97,0.483553,-0.38008,-0.738698,-0.275755,0.83631,1.76579,-0.533271,0.017851
2698,26.98,0.493008,-0.372874,-0.73848,-0.26936,0.829271,1.767121,-0.53564,0.017854
2699,26.99,0.498787,-0.368518,-0.738226,-0.265382,0.824998,1.767901,-0.537123,0.017851
2700,27,0.502149,-0.365958,-0.738034,-0.26311,0.822521,1.768296,-0.537992,0.017845
2701,27.01,0.503962,-0.364521,-0.737941,-0.261897,0.821195,1.768478,-0.538473,0.01785
2702,27.02,0.504657,-0.363952,-0.737923,-0.261402,0.820598,1.768524,-0.538689,0.017811
2703,27.03,0.504598,-0.363824,-0.738028,-0.261396,0.820452,1.768523,-0.538767,0.017836
2704,27.04,0.503597,-0.364132,-0.738274,-0.262201,0.820691,1.768324,-0.53865,0.017519
2705,27.05,0.503517,-0.364338,-0.73821,-0.262248,0.820875,1.76832,-0.538589,0.017846
2706,27.06,0.5031,-0.364757,-0.738208,-0.262474,0.821126,1.768389,-0.538479,0.017805
2707,27.07,0.502625,-0.365205,-0.738223,-0.262718,0.821402,1.768415,-0.538377,0.017822
2708,27.08,0.502158,-0.365603,-0.738267,-0.262935,0.821674,1.768416,-0.538308,0.017806
2709,27.09,,,,,,,,
2710,27.1,,,,,,,,
2711,27.11,,,,,,,,
2712,27.12,,,,,,,,
2713,27.13,,,,,,,,
2714,27.14,,,,,,,,
2715,27.15,,,,,,,,
2716,27.16,,,,,,,,
2717,27.17,,,,,,,,
2718,27.18,,,,,,,,
2719,27.19,,,,,,,,
2720,27.2,,,,,,,,
2721,27.21,,,,,,,,
2722,27.22,,,,,,,,
2723,27.23,,,,,,,,
2724,27.24,,,,,,,,
2725,27.25,,,,,,,,
2726,27.26,,,,,,,,
2727,27.27,,,,,,,,
2728,27.28,,,,,,,,
2729,27.29,,,,,,,,
2730,27.3,,,,,,,,
2731,27.31,,,,,,,,
2732,27.32,,,,,,,,
2733,27.33,,,,,,,,
2734,27.34,,,,,,,,
2735,27.35,,,,,,,,
2736,27.36,,,,,,,,
2737,27.37,,,,,,,,
2738,27.38,,,,,,,,
2739,27.39,,,,,,,,
2740,27.4,,,,,,,,
2741,27.41,0.693379,0.054514,-0.69319,0.189051,0.813388,1.756928,-0.529287,0.014851
2742,27.42,0.615285,-0.129795,-0.755248,-0.184871,0.823382,1.731508,-0.52787,0.013196
2743,27.43,0.517386,-0.229432,-0.728037,-0.386826,0.829794,1.715627,-0.52707,0.013192
2744,27.44,0.452486,-0.278278,-0.695848,-0.483335,0.833825,1.706044,-0.526676,0.013208
2745,27.45,0.414484,-0.303813,-0.67402,-0.530659,0.836274,1.700544,-0.52655,0.013169
2746,27.46,0.393115,-0.318066,-0.661127,-0.554262,0.837677,1.697633,-0.526545,0.013191
2747,27.47,0.381637,-0.326413,-0.654207,-0.565526,0.83843,1.696314,-0.52662,0.01326
2748,27.48,0.376049,-0.331451,-0.650949,-0.570081,0.838775,1.696016,-0.526727,0.013291
2749,27.49,0.374028,-0.334392,-0.649963,-0.570818,0.838868,1.69627,-0.526848,0.013253
2750,27.5,0.373997,-0.335937,-0.65036,-0.569478,0.838825,1.696811,-0.526965,0.013303
2751,27.51,0.375121,-0.336643,-0.651496,-0.567018,0.838701,1.697481,-0.527091,0.013274
2752,27.52,0.376649,-0.337202,-0.652665,-0.564322,0.838544,1.698204,-0.527166,0.0133
2753,27.53,0.378374,-0.33717,-0.654102,-0.561516,0.838367,1.698871,-0.527225,0.01327
2754,27.54,0.380097,-0.337082,-0.655377,-0.558912,0.838198,1.69948,-0.527288,0.013314
2755,27.55,0.381572,-0.336918,-0.656601,-0.556565,0.838057,1.700021,-0.527323,0.013325
2756,27.56,0.382921,-0.336835,-0.657562,-0.55455,0.837919,1.700486,-0.527352,0.013342
2757,27.57,0.384032,-0.336806,-0.658396,-0.552808,0.837806,1.700885,-0.527392,0.0133
2758,27.58,0.384938,-0.336772,-0.659101,-0.551356,0.837707,1.701243,-0.527411,0.013356
2759,27.59,0.38573,-0.336715,-0.65968,-0.550143,0.837637,1.701531,-0.527453,0.013285
2760,27.6,0.386427,-0.336597,-0.660157,-0.549154,0.837568,1.701778,-0.52748,0.013314
2761,27.61,0.386911,-0.336561,-0.660572,-0.548335,0.837507,1.702002,-0.527516,0.013298
2762,27.62,0.387453,-0.336454,-0.660897,-0.547626,0.83747,1.702166,-0.527537,0.013236
2763,27.63,0.387656,-0.336547,-0.661132,-0.547141,0.837421,1.702334,-0.527558,0.013252
2764,27.64,0.387985,-0.336472,-0.661358,-0.546681,0.837416,1.702441,-0.527583,0.013198
2765,27.65,0.388199,-0.336476,-0.661523,-0.546327,0.837407,1.702538,-0.527594,0.013211
2766,27.66,0.388345,-0.336432,-0.661706,-0.546028,0.83741,1.702589,-0.527614,0.013205
2767,27.67,0.388506,-0.336444,-0.661801,-0.545792,0.837404,1.702637,-0.527614,0.013209
2768,27.68,0.38865,-0.336414,-0.661948,-0.54553,0.837399,1.702681,-0.527626,0.01319
2769,27.69,0.388723,-0.336254,-0.662141,-0.545341,0.83739,1.702712,-0.527619,0.013151
2770,27.7,0.388905,-0.33618,-0.662246,-0.545129,0.837388,1.702713,-0.527631,0.013141
2771,27.71,0.389026,-0.336272,-0.662172,-0.545076,0.837378,1.70272,-0.527637,0.013163
2772,27.72,0.389171,-0.336189,-0.662216,-0.544971,0.837372,1.702712,-0.527649,0.013156
2773,27.73,0.389313,-0.336094,-0.662273,-0.544858,0.83736,1.702691,-0.527661,0.013175
2774,27.74,0.389368,-0.335964,-0.662384,-0.544765,0.837358,1.702691,-0.527668,0.013161
2775,27.75,0.389485,-0.335877,-0.66247,-0.54463,0.837368,1.702683,-0.527678,0.013121
2776,27.76,0.389546,-0.335909,-0.662449,-0.544593,0.837391,1.702647,-0.527691,0.013134
2777,27.77,0.389687,-0.33569,-0.662571,-0.544477,0.837402,1.702618,-0.527703,0.013157
2778,27.78,0.389821,-0.335564,-0.66259,-0.544436,0.837422,1.702576,-0.527696,0.013165
2779,27.79,0.389923,-0.335475,-0.662638,-0.54436,0.837433,1.702543,-0.527686,0.013174
2780,27.8,0.390012,-0.335253,-0.662789,-0.544249,0.837428,1.702503,-0.527688,0.013169
2781,27.81,0.39009,-0.335079,-0.662907,-0.544156,0.837437,1.702475,-0.527672,0.013188
2782,27.82,0.390099,-0.335129,-0.662846,-0.544193,0.837446,1.702457,-0.527667,0.013203
2783,27.83,0.39005,-0.335215,-0.662798,-0.544235,0.83745,1.702459,-0.527659,0.013184
2784,27.84,0.390064,-0.335015,-0.662907,-0.544215,0.837447,1.702443,-0.52764,0.013214
2785,27.85,0.389992,-0.335072,-0.662851,-0.544299,0.837434,1.702435,-0.527625,0.013234
2786,27.86,0.389944,-0.335124,-0.662825,-0.544332,0.837423,1.702425,-0.527622,0.013237
2787,27.87,0.389984,-0.334995,-0.662931,-0.544254,0.837425,1.702421,-0.52762,0.013259
2788,27.88,0.389978,-0.335058,-0.662865,-0.544301,0.837409,1.702435,-0.527608,0.013255
2789,27.89,0.390068,-0.335032,-0.662868,-0.544249,0.837409,1.702439,-0.527599,0.013269
2790,27.9,0.39005,-0.335077,-0.662849,-0.544258,0.837418,1.702424,-0.527617,0.013238
2791,27.91,0.390128,-0.334991,-0.662884,-0.544211,0.837425,1.702415,-0.527635,0.01325
2792,27.92,0.390143,-0.33493,-0.662855,-0.544273,0.837437,1.702411,-0.527638,0.013248
2793,27.93,0.389962,-0.335083,-0.662848,-0.544317,0.837465,1.702404,-0.527628,0.013256
2794,27.94,0.389979,-0.335033,-0.662943,-0.54422,0.837474,1.7024,-0.527627,0.013248
2795,27.95,0.389922,-0.335195,-0.662752,-0.544394,0.837481,1.702382,-0.527614,0.013291
2796,27.96,0.389882,-0.335196,-0.662784,-0.544383,0.837494,1.702349,-0.527614,0.013278
2797,27.97,0.389843,-0.335201,-0.662811,-0.544375,0.837491,1.702329,-0.527617,0.013335
2798,27.98,0.389859,-0.33531,-0.662496,-0.544681,0.837489,1.702277,-0.527595,0.013347
2799,27.99,0.389857,-0.335217,-0.662638,-0.544566,0.83748,1.702289,-0.527595,0.013373
2800,28,0.3898,-0.335235,-0.662482,-0.544786,0.837478,1.702258,-0.527574,0.013369
2801,28.01,0.389784,-0.335115,-0.662639,-0.54468,0.837464,1.702294,-0.527583,0.013329
2802,28.02,0.38973,-0.335242,-0.662627,-0.544654,0.837449,1.702329,-0.527563,0.013396
2803,28.03,0.389602,-0.335384,-0.662462,-0.544859,0.837459,1.702304,-0.52755,0.01336
2804,28.04,0.389501,-0.335477,-0.662497,-0.544832,0.837457,1.702343,-0.527554,0.01334
2805,28.05,0.389344,-0.335664,-0.662332,-0.545029,0.837476,1.702339,-0.527533,0.013349
2806,28.06,0.389327,-0.335589,-0.662546,-0.544829,0.837488,1.702379,-0.527557,0.013303
2807,28.07,0.389331,-0.33568,-0.662589,-0.544717,0.837475,1.702447,-0.527554,0.013319
2808,28.08,0.389335,-0.335799,-0.662493,-0.544757,0.837465,1.702496,-0.52755,0.013308
2809,28.09,0.389221,-0.335887,-0.662505,-0.544769,0.837467,1.70253,-0.527566,0.013269
2810,28.1,0.389276,-0.335863,-0.662519,-0.544729,0.837466,1.702557,-0.527577,0.01325
2811,28.11,0.389299,-0.335897,-0.662591,-0.544604,0.837488,1.702554,-0.52761,0.013228
2812,28.12,0.389358,-0.33587,-0.662655,-0.5445,0.837478,1.702574,-0.527652,0.013128
2813,28.13,0.389403,-0.335871,-0.662704,-0.544407,0.837489,1.702582,-0.527682,0.013139
2814,28.14,0.389463,-0.335898,-0.662694,-0.54436,0.837484,1.702581,-0.527701,0.013136
2815,28.15,0.389603,-0.335792,-0.662757,-0.54425,0.83747,1.702572,-0.527707,0.013145
2816,28.16,0.389608,-0.335782,-0.662737,-0.544275,0.837474,1.702545,-0.527715,0.013165
2817,28.17,0.389521,-0.335793,-0.662737,-0.54433,0.837483,1.702517,-0.527712,0.013172
2818,28.18,0.389596,-0.335641,-0.662839,-0.544247,0.837506,1.702476,-0.527715,0.013192
2819,28.19,0.389623,-0.335585,-0.662874,-0.544219,0.837527,1.702456,-0.527695,0.013242
